player_id,team_abbrev,season
8476480,DAL,2021
8479365,BOS,2021
8477409,FLA,2021
8477989,MTL,2021
8480863,TBL,2021
8482408,WPG,2021
8478075,BUF,2021
8475186,BOS,2021
8475413,VAN,2021
8479370,MIN,2021
8478474,ARI,2021
8481657,OTT,2021
8481477,COL,2021
8478017,PIT,2021
8479385,STL,2021
8475209,NYI,2021
8471214,WSH,2021
8478040,WPG,2021
8475225,BOS,2021
8478062,ARI,2021
8471729,EDM,2021
8477987,SEA,2021
8477496,CGY,2021
8478859,STL,2021
8479982,ARI,2021
8476897,DET,2021
8481059,STL,2021
8466138,FLA,2021
8482150,ANA,2021
8477407,FLA,2021
8478147,ARI,2021
8478250,LAK,2021
8482079,MIN,2021
8476278,TOR,2021
8474612,OTT,2021
8475314,NYI,2021
8478442,EDM,2021
8478975,FLA,2021
8477941,ARI,2021
8481178,PHI,2021
8477499,PHI,2021
8480002,NJD,2021
8471698,WSH,2021
8480890,ARI,2021
8478440,CHI,2021
8479587,DAL,2021
8479644,NSH,2021
8480196,BUF,2021
8480355,OTT,2021
8481815,ANA,2021
8473604,CHI,2021
8476906,ARI,2021
8480847,SJS,2021
8481068,NJD,2021
8479602,NSH,2021
8479523,FLA,2021
8479355,DET,2021
8482834,BOS,2021
8481481,LAK,2021
8476792,STL,2021
8475171,VAN,2021
8478915,MTL,2021
8480814,CHI,2021
8480443,WPG,2021
8476462,NJD,2021
8479395,SEA,2021
8474034,TBL,2021
8479945,CBJ,2021
8480292,CBJ,2021
8478038,COL,2021
8477015,OTT,2021
8477953,PIT,2021
8477948,PHI,2021
8478873,ANA,2021
8475233,MTL,2021
8476885,NYR,2021
8481740,NJD,2021
8480027,DAL,2021
8480231,CHI,2021
8478074,PIT,2021
8475220,MIN,2021
8477998,EDM,2021
8476468,VAN,2021
8473504,NYI,2021
8477416,CBJ,2021
8474849,ARI,2021
8482148,WSH,2021
8481617,VAN,2021
8478508,NSH,2021
8480988,DAL,2021
8473548,ARI,2021
8478449,DAL,2021
8481433,DET,2021
8477507,CGY,2021
8481720,TOR,2021
8482078,DET,2021
8478500,PHI,2021
8479994,LAK,2021
8482109,NYR,2021
8473563,WSH,2021
8475166,TOR,2021
8479318,TOR,2021
8482142,ANA,2021
8475287,BOS,2021
8478115,TOR,2021
8476442,SJS,2021
8471217,ARI,2021
8474613,CAR,2021
8479525,TBL,2021
8481489,MIN,2021
8479981,SJS,2021
8480043,TOR,2021
8477949,BUF,2021
8481528,BUF,2021
8477851,DET,2021
8478013,DET,2021
8473422,BOS,2021
8477462,FLA,2021
8470281,EDM,2021
8475752,MTL,2021
8474567,TBL,2021
8476422,BOS,2021
8482055,PIT,2021
8479345,ARI,2021
8477451,MIN,2021
8476454,EDM,2021
8482111,MTL,2021
8479343,ARI,2021
8480293,CHI,2021
8475164,ANA,2021
8475786,EDM,2021
8481527,VGK,2021
8471228,DAL,2021
8478067,PHI,2021
8479729,TOR,2021
8483565,CBJ,2021
8477003,DET,2021
8480748,COL,2021
8479314,CGY,2021
8479382,PHI,2021
8476967,EDM,2021
8479516,WSH,2021
8478104,NYR,2021
8482093,CAR,2021
8482117,CHI,2021
8482110,NJD,2021
8475177,CHI,2021
8478911,LAK,2021
8477425,NJD,2021
8474151,TBL,2021
8477404,PIT,2021
8481581,DAL,2021
8477461,TBL,2021
8477244,PIT,2021
8476923,NJD,2021
8481003,ANA,2021
8473419,BOS,2021
8476345,CBJ,2021
8477501,COL,2021
8477504,WPG,2021
8478870,SJS,2021
8477365,BOS,2021
8477429,NYR,2021
8481061,SJS,2021
8482072,BOS,2021
8481606,LAK,2021
8480807,BUF,2021
8474584,OTT,2021
8478109,BUF,2021
8481550,MIN,2021
8478485,OTT,2021
8476466,VGK,2021
8477986,FLA,2021
8479026,NSH,2021
8482667,SJS,2021
8477460,MTL,2021
8480160,SJS,2021
8476419,NYI,2021
8475798,NSH,2021
8480220,PHI,2021
8479410,TBL,2021
8476449,CBJ,2021
8479980,VGK,2021
8479675,LAK,2021
8478042,LAK,2021
8470794,DAL,2021
8478469,OTT,2021
8480776,VAN,2021
8479407,NJD,2021
8480801,OTT,2021
8480144,TOR,2021
8480031,ANA,2021
8481701,SJS,2021
8474090,CAR,2021
8471735,PHI,2021
8476994,BUF,2021
8476312,COL,2021
8480018,MTL,2021
8480015,PHI,2021
8476851,ARI,2021
8479320,CAR,2021
8480884,MIN,2021
8481609,ARI,2021
8477932,FLA,2021
8478569,FLA,2021
8480041,EDM,2021
8481540,MTL,2021
8465009,NYI,2021
8475098,STL,2021
8479379,DET,2021
8475792,CHI,2021
8481102,OTT,2021
8479368,ANA,2021
8476881,SJS,2021
8482245,OTT,2021
8480172,TBL,2021
8473618,MTL,2021
8476871,VAN,2021
8478010,TBL,2021
8480003,NJD,2021
8477492,COL,2021
8479328,NYR,2021
8480021,BOS,2021
8476438,STL,2021
8476400,OTT,2021
8482635,CHI,2021
8473994,DAL,2021
8481827,ARI,2021
8479338,EDM,2021
8471218,WPG,2021
8470755,VAN,2021
8478451,CAR,2021
8477512,NJD,2021
8482222,SJS,2021
8474098,EDM,2021
8476285,STL,2021
8474013,CAR,2021
8482062,NSH,2021
8479289,BUF,2021
8470604,PIT,2021
8477935,FLA,2021
8479591,WPG,2021
8476495,EDM,2021
8481523,CHI,2021
8476470,WPG,2021
8476884,SEA,2021
8477488,CAR,2021
8477341,NJD,2021
8480467,LAK,2021
8474189,WSH,2021
8478427,CAR,2021
8476934,PIT,2021
8470775,PHI,2021
8476869,CAR,2021
8476346,CGY,2021
8473463,NYI,2021
8479378,WPG,2021
8475760,MIN,2021
8480945,PIT,2021
8478528,DAL,2021
8480848,DAL,2021
8480855,ARI,2021
8477934,EDM,2021
8477454,DET,2021
8473507,MTL,2021
8476874,LAK,2021
8480822,COL,2021
8476455,COL,2021
8477346,FLA,2021
8481147,CHI,2021
8477474,VAN,2021
8476925,NSH,2021
8479353,VGK,2021
8479356,NYI,2021
8478420,COL,2021
8479772,PHI,2021
8477946,DET,2021
8479249,CAR,2021
8481568,CHI,2021
8479315,TOR,2021
8479398,COL,2021
8480846,COL,2021
8482624,VGK,2021
8482113,FLA,2021
8480208,OTT,2021
8475170,STL,2021
8474068,EDM,2021
8479367,VAN,2021
8476887,NSH,2021
8478055,FLA,2021
8482133,SJS,2021
8479336,LAK,2021
8481596,OTT,2021
8474102,STL,2021
8480789,NYI,2021
8479986,SEA,2021
8471887,FLA,2021
8480205,CBJ,2021
8476886,EDM,2021
8477541,MIN,2021
8478866,ANA,2021
8478403,VGK,2021
8477498,EDM,2021
8476867,CBJ,2021
8476399,CGY,2021
8471675,PIT,2021
8480145,WPG,2021
8475197,EDM,2021
8474563,LAK,2021
8478444,VAN,2021
8481522,BUF,2021
8476288,SJS,2021
8471284,DAL,2021
8480157,STL,2021
8474190,TOR,2021
8480883,NJD,2021
8474162,TOR,2021
8478058,WPG,2021
8477503,CAR,2021
8479316,NSH,2021
8476525,BUF,2021
8477471,OTT,2021
8480037,FLA,2021
8479512,PIT,2021
8477951,ARI,2021
8480216,DAL,2021
8471817,NYR,2021
8477940,WPG,2021
8475625,WSH,2021
8476474,CAR,2021
8473446,COL,2021
8477359,VAN,2021
8480448,OTT,2021
8476873,BUF,2021
8476872,PHI,2021
8474027,NYR,2021
8475968,MTL,2021
8476927,PIT,2021
8478454,VAN,2021
8474166,VGK,2021
8477456,COL,2021
8477810,DAL,2021
8480831,CHI,2021
8475793,NSH,2021
8475842,ANA,2021
8476292,TBL,2021
8476892,STL,2021
8481555,MTL,2021
8480821,DET,2021
8475906,DAL,2021
8474009,SJS,2021
8476875,PIT,2021
8478408,VAN,2021
8477330,CHI,2021
8474673,TOR,2021
8479321,WSH,2021
8480025,CHI,2021
8481058,MTL,2021
8482475,CBJ,2021
8479415,NJD,2021
8481441,WSH,2021
8479933,ANA,2021
8478445,NYI,2021
8475208,PIT,2021
8479941,CBJ,2021
8480011,STL,2021
8474089,EDM,2021
8482149,WPG,2021
8477070,ARI,2021
8479996,NSH,2021
8477320,BOS,2021
8479066,FLA,2021
8475176,PHI,2021
8470794,DAL,2020
8479514,NSH,2020
8477948,PHI,2020
8480950,ARI,2020
8470144,DET,2020
8475163,EDM,2020
8480802,EDM,2020
8482654,PHI,2020
8475842,ANA,2020
8475760,MIN,2020
8475168,NSH,2020
8475166,TOR,2020
8480186,ANA,2020
8475625,BUF,2020
8479393,SJS,2020
8477038,FLA,2020
8479996,VGK,2020
8475171,ARI,2020
8474709,NYI,2020
8475167,TBL,2020
8474715,CBJ,2020
8476470,WPG,2020
8480945,PIT,2020
8477962,LAK,2020
8477210,CGY,2020
8478402,EDM,2020
8476624,TBL,2020
8478430,CGY,2020
8475455,WSH,2020
8478996,TOR,2020
8476850,NJD,2020
8479442,DET,2020
8474589,EDM,2020
8477126,COL,2020
8475799,CAR,2020
8478873,ANA,2020
8479364,NYR,2020
8477541,MIN,2020
8477346,FLA,2020
8478010,TBL,2020
8476399,TBL,2020
8476853,TOR,2020
8479661,NSH,2020
8474166,VGK,2020
8480807,BUF,2020
8477505,FLA,2020
8476479,MTL,2020
8474150,CGY,2020
8477043,DET,2020
8475231,NYI,2020
8476873,PIT,2020
8476454,EDM,2020
8475200,WSH,2020
8474581,CAR,2020
8478846,LAK,2020
8479400,WPG,2020
8479980,VGK,2020
8475790,NSH,2020
8474149,OTT,2020
8477435,COL,2020
8478069,TBL,2020
8476872,PHI,2020
8477986,FLA,2020
8474027,PHI,2020
8478233,CGY,2020
8470604,PIT,2020
8479465,BUF,2020
8480831,CHI,2020
8479366,OTT,2020
8476807,NJD,2020
8482248,SJS,2020
8477359,WPG,2020
8479550,PHI,2020
8476870,CBJ,2020
8481077,SJS,2020
8479026,PHI,2020
8475208,PIT,2020
8475807,CGY,2020
8476856,MIN,2020
8474568,TBL,2020
8477015,OTT,2020
8476346,CGY,2020
8478398,WPG,2020
8481014,MTL,2020
8470606,LAK,2020
8474586,NYI,2020
8477496,CGY,2020
8475744,WSH,2020
8478446,CGY,2020
8477384,OTT,2020
8475793,NSH,2020
8469455,TOR,2020
8473564,MTL,2020
8478469,OTT,2020
8480944,BOS,2020
8476469,MTL,2020
8478399,NJD,2020
8478495,DAL,2020
8480293,CHI,2020
8476880,WSH,2020
8478451,EDM,2020
8477919,PIT,2020
8477504,WPG,2020
8476779,MIN,2020
8476887,NSH,2020
8480448,OTT,2020
8480160,SJS,2020
8477220,VAN,2020
8474230,OTT,2020
8478488,OTT,2020
8477939,TOR,2020
8474056,NJD,2020
8481629,OTT,2020
8475314,NYI,2020
8480829,MTL,2020
8480172,TBL,2020
8475868,NYR,2020
8480011,STL,2020
8479387,COL,2020
8480849,ARI,2020
8480018,MTL,2020
8474818,WPG,2020
8479323,NYR,2020
8475754,NYI,2020
8475958,WSH,2020
8481540,MTL,2020
8475461,ANA,2020
8475462,FLA,2020
8478414,SJS,2020
8478443,BOS,2020
8477955,PIT,2020
8481546,PHI,2020
8478043,PIT,2020
8480064,OTT,2020
8478415,BOS,2020
8479346,CGY,2020
8478099,SJS,2020
8473533,CAR,2020
8475722,PIT,2020
8475213,CAR,2020
8479329,NSH,2020
8480221,LAK,2020
8476923,NJD,2020
8477937,VAN,2020
8471769,ARI,2020
8475209,DET,2020
8474590,WSH,2020
8471794,DET,2020
8477506,NYI,2020
8477425,NJD,2020
8475786,TOR,2020
8477527,NYI,2020
8476460,WPG,2020
8479571,SJS,2020
8481068,NJD,2020
8475825,CAR,2020
8475834,SJS,2020
8480965,SJS,2020
8479314,CGY,2020
8477341,NJD,2020
8478407,STL,2020
8478859,STL,2020
8477240,ANA,2020
8477938,ANA,2020
8479324,NYR,2020
8477018,TOR,2020
8481442,FLA,2020
8478970,VAN,2020
8477941,BOS,2020
8476443,MTL,2020
8470595,MTL,2020
8471677,NYR,2020
8477544,WSH,2020
8475343,WSH,2020
8473463,NYI,2020
8476958,CAR,2020
8477046,CAR,2020
8475968,MTL,2020
8478413,MIN,2020
8482142,ANA,2020
8481479,VAN,2020
8477499,BUF,2020
8477839,WSH,2020
8474013,MIN,2020
8479333,NYR,2020
8479525,TBL,2020
8478038,COL,2020
8477936,NYI,2020
8479458,OTT,2020
8478057,STL,2020
8475764,ANA,2020
8477953,PIT,2020
8475246,FLA,2020
8478500,PHI,2020
8470655,ANA,2020
8480185,FLA,2020
8476889,DAL,2020
8474009,MIN,2020
8471218,WPG,2020
8482072,BOS,2020
8479351,ANA,2020
8480036,DAL,2020
8473415,DET,2020
8471276,BOS,2020
8474578,SJS,2020
8477455,STL,2020
8476826,TBL,2020
8478975,FLA,2020
8476329,VAN,2020
8481524,COL,2020
8480748,COL,2020
8477996,FLA,2020
8477402,NYR,2020
8479705,SJS,2020
8480839,BUF,2020
8479933,MIN,2020
8479385,STL,2020
8481580,WSH,2020
8481599,ARI,2020
8475692,MIN,2020
8479983,SJS,2020
8479580,SJS,2020
8479466,EDM,2020
8481708,NYR,2020
8475098,STL,2020
8474091,VAN,2020
8475913,VGK,2020
8477974,CBJ,2020
8479968,ANA,2020
8482245,OTT,2020
8473986,TBL,2020
8474134,PIT,2020
8476539,VGK,2020
8470601,NYI,2020
8479353,NYR,2020
8480883,NJD,2020
8480037,FLA,2020
8474574,VAN,2020
8479348,LAK,2020
8475855,CAR,2020
8479381,DAL,2020
8479415,NJD,2020
8476468,VAN,2020
8476994,CHI,2020
8475729,LAK,2020
8475169,SJS,2020
8475752,ARI,2020
8476374,BOS,2020
8475747,COL,2020
8470775,WPG,2020
8479367,VAN,2020
8474000,BOS,2020
8479718,TBL,2020
8471228,DAL,2020
8479419,BUF,2020
8477401,ARI,2020
8477963,VAN,2020
8478891,WPG,2020
8470626,VAN,2020
8477462,PHI,2020
8479336,LAK,2020
8477447,VGK,2020
8482109,NYR,2020
8475177,CHI,2020
8476191,BOS,2020
8478042,NSH,2020
8478436,PHI,2020
8481559,NJD,2020
8482635,CHI,2020
8477947,ANA,2020
8477473,VAN,2020
8480789,NYI,2020
8480144,CHI,2020
8478021,EDM,2020
