player_id,team_abbrev,season
8480950,TOR,2021
8476952,WPG,2021
8477210,ANA,2021
8481186,COL,2021
8476391,LAK,2021
8480990,WPG,2021
8480304,SJS,2021
8477447,VGK,2021
8478447,SJS,2021
8475246,PHI,2021
8482634,TOR,2021
8475167,TBL,2021
8477021,TOR,2021
8480019,PHI,2021
8475728,WSH,2021
8476891,BOS,2021
8479325,BOS,2021
8481604,VGK,2021
8481122,ANA,2021
8475848,MTL,2021
8474066,NYI,2021
8476989,FLA,2021
8480113,LAK,2021
8478498,BOS,2021
8478881,TOR,2021
8478434,VGK,2021
8475455,WPG,2021
8477335,VAN,2021
8480858,MTL,2021
8474589,OTT,2021
8476374,CBJ,2021
8480068,MTL,2021
8478868,NJD,2021
8481167,VGK,2021
8475235,MIN,2021
8480762,CBJ,2021
8476539,VGK,2021
8476437,SEA,2021
8474709,NYI,2021
8479369,CBJ,2021
8476329,ARI,2021
8481533,ANA,2021
8477215,DET,2021
8480007,VGK,2021
8475722,PIT,2021
8479442,LAK,2021
8477933,FLA,2021
8479985,SEA,2021
8475169,EDM,2021
8482197,SJS,2021
8477511,WSH,2021
8475178,EDM,2021
8483397,BOS,2021
8476404,NYI,2021
8477631,MTL,2021
8477979,COL,2021
8478415,BOS,2021
8480071,NYI,2021
8481518,NJD,2021
8477034,SJS,2021
8480797,PHI,2021
8480036,DAL,2021
8478477,DET,2021
8478460,CBJ,2021
8479414,NJD,2021
8482655,ARI,2021
8479534,PHI,2021
8479542,TBL,2021
8477497,CGY,2021
8478099,SJS,2021
8472382,NYI,2021
8476448,VGK,2021
8480023,STL,2021
8479987,SEA,2021
8477956,BOS,2021
8477380,NYR,2021
8477508,BOS,2021
8481711,ARI,2021
8477435,NJD,2021
8477996,VAN,2021
8476460,WPG,2021
8471724,PIT,2021
8478396,CGY,2021
8479323,NYR,2021
8478507,PIT,2021
8479351,ANA,2021
8479661,NSH,2021
8474884,MTL,2021
8474207,OTT,2021
8479404,CHI,2021
8476982,ANA,2021
8481461,MTL,2021
8476436,ARI,2021
8481849,VGK,2021
8481004,CHI,2021
8474590,WSH,2021
8480844,FLA,2021
8474176,WSH,2021
8481553,PHI,2021
8475231,NYI,2021
8476870,COL,2021
8479425,DET,2021
8476624,NYR,2021
8479322,PHI,2021
8478133,MTL,2021
8479359,WSH,2021
8480336,LAK,2021
8477887,PHI,2021
8471274,MIN,2021
8480800,VAN,2021
8478046,PIT,2021
8476479,LAK,2021
8482125,NJD,2021
8479419,BUF,2021
8477969,PIT,2021
8479421,LAK,2021
8470610,NYI,2021
8476432,CBJ,2021
8478136,MIN,2021
8480980,MIN,2021
8476372,PHI,2021
8475744,WSH,2021
8478366,NYR,2021
8475236,BUF,2021
8478542,PIT,2021
8478173,PHI,2021
8479968,ANA,2021
8480845,LAK,2021
8476907,STL,2021
8475799,CAR,2021
8475158,STL,2021
8476889,DAL,2021
8479543,MTL,2021
8477839,WSH,2021
8479536,WSH,2021
8478432,ARI,2021
8479337,CHI,2021
8479992,DET,2021
8480028,PHI,2021
8477018,VGK,2021
8482815,TOR,2021
8475168,NSH,2021
8475855,CAR,2021
8477974,BUF,2021
8471685,LAK,2021
8476878,BUF,2021
8480008,CGY,2021
8475324,WSH,2021
8475200,WSH,2021
8476396,BOS,2021
8477472,TOR,2021
8479999,BUF,2021
8480901,SEA,2021
8477446,NSH,2021
8479400,WPG,2021
8478057,STL,2021
8477919,MIN,2021
8478446,CGY,2021
8481133,OTT,2021
8480878,NYR,2021
8480979,ARI,2021
8474038,MTL,2021
8476966,DET,2021
8478424,WPG,2021
8481019,WPG,2021
8477240,DET,2021
8471873,ARI,2021
8478020,VGK,2021
8477444,COL,2021
8480873,TOR,2021
8480870,ANA,2021
8474697,NSH,2021
8477384,BOS,2021
8481521,PHI,2021
8480830,CAR,2021
8477290,DAL,2021
8478401,NJD,2021
8480009,NSH,2021
8476905,VGK,2021
8470619,PIT,2021
8481077,SJS,2021
8478585,EDM,2021
8480226,DAL,2021
8478841,NJD,2021
8474688,ANA,2021
8475768,SEA,2021
8480058,PIT,2021
8476326,EDM,2021
8480056,VAN,2021
8476456,FLA,2021
8479639,VGK,2021
8480054,NJD,2021
8478491,ANA,2021
8476441,MTL,2021
8475726,CGY,2021
8479447,NYR,2021
8470606,LAK,2021
8480865,NYI,2021
8481572,WPG,2021
8474573,NYI,2021
8474683,ANA,2021
8481546,PHI,2021
8477506,NYI,2021
8480073,OTT,2021
8476915,CHI,2021
8476854,BOS,2021
8480029,OTT,2021
8478233,CGY,2021
8474056,NJD,2021
8482665,SEA,2021
8480384,SEA,2021
8478468,NSH,2021
8478463,NYI,2021
8481532,LAK,2021
8478414,SJS,2021
8478891,WPG,2021
8479944,ANA,2021
8470612,ANA,2021
8480913,COL,2021
8476368,TBL,2021
8471677,COL,2021
8481530,ANA,2021
8475810,PIT,2021
8475343,WSH,2021
8480871,CBJ,2021
8478970,CAR,2021
8480083,CAR,2021
8473533,CAR,2021
8471699,COL,2021
8480860,NJD,2021
8479511,NJD,2021
8474600,NSH,2021
8482192,CHI,2021
8475462,FLA,2021
8476415,MIN,2021
8474145,STL,2021
8474716,MIN,2021
8473449,BUF,2021
8481537,NJD,2021
8474031,ANA,2021
8478882,CBJ,2021
8479388,CHI,2021
8478519,TBL,2021
8483570,COL,2021
8478211,NYR,2021
8477955,SEA,2021
8481656,WSH,2021
8482652,CGY,2021
8470626,ARI,2021
8474602,WSH,2021
8479518,DAL,2021
8479580,OTT,2021
8481239,LAK,2021
8476826,SEA,2021
8479573,COL,2021
8478874,OTT,2021
8480064,OTT,2021
8477464,VAN,2021
8477962,LAK,2021
8478838,MTL,2021
8479335,BUF,2021
8476390,MIN,2021
8475794,DAL,2021
8480184,DET,2021
8478864,MIN,2021
8478056,OTT,2021
8477964,STL,2021
8476979,CHI,2021
8480727,VGK,2021
8475784,BUF,2021
8479364,NYR,2021
8474722,DET,2021
8478550,NYR,2021
8482654,PHI,2021
8481624,TOR,2021
8477494,MTL,2021
8477495,CHI,2021
8478438,NSH,2021
8476393,NSH,2021
8480222,NYI,2021
8475958,WSH,2021
8474565,VGK,2021
8482745,ANA,2021
8476505,DET,2021
8479974,VGK,2021
8479362,DAL,2021
8477401,BUF,2021
8477353,NYR,2021
8480835,CAR,2021
8480459,DET,2021
8474037,PHI,2021
8475279,FLA,2021
8479671,NSH,2021
8476473,CHI,2021
8480829,CAR,2021
8479482,WSH,2021
8480839,BUF,2021
8480072,LAK,2021
8476856,MIN,2021
8479998,LAK,2021
8474715,PHI,2021
8470966,TOR,2021
8475181,STL,2021
8479977,EDM,2021
8476882,CAR,2021
8474870,CHI,2021
8475218,NSH,2021
8480802,EDM,2021
8481560,LAK,2021
8477931,BOS,2021
8479293,SEA,2021
8478967,SJS,2021
8479344,EDM,2021
8480005,WPG,2021
8482175,BUF,2021
8481517,WSH,2021
8476913,EDM,2021
8480306,NYI,2021
8474586,SEA,2021
8479984,TBL,2021
8478458,CBJ,2021
8480289,WPG,2021
8479376,OTT,2021
8478476,ARI,2021
8481559,NJD,2021
8474149,VGK,2021
8475754,NYI,2021
8476467,SEA,2021
8478416,TBL,2021
8482671,BUF,2021
8481599,ARI,2021
8479291,NYR,2021
8481708,NYR,2021
8475825,DAL,2021
8478421,NJD,2021
8475184,NYR,2021
8479341,ARI,2021
8478021,MTL,2021
8480842,PIT,2021
8475163,VAN,2021
8477846,CGY,2021
8477433,NSH,2021
8480087,WSH,2021
8477402,STL,2021
8476459,NYR,2021
8479333,NYR,2021
8478131,TOR,2021
8478512,SEA,2021
8473415,TOR,2021
8476822,DAL,2021
8474141,CHI,2021
8475151,NYI,2021
8476981,MTL,2021
8478413,MIN,2021
8474641,ANA,2021
8477473,VAN,2021
8475753,STL,2021
8475690,CGY,2021
8474818,MIN,2021
8478443,BOS,2021
8482124,LAK,2021
8479373,SJS,2021
8475765,STL,2021
8475160,TOR,2021
8476483,PIT,2021
8473473,CGY,2021
8476392,WPG,2021
8478851,NSH,2021
8478506,CBJ,2021
8477938,SEA,2021
8479983,SJS,2021
8476931,CHI,2021
8478567,CBJ,2021
8478047,TOR,2021
8480817,NYR,2021
8476983,NYI,2021
8475149,WSH,2021
8480466,CAR,2021
8476919,OTT,2021
8482073,NYR,2021
8477903,WSH,2021
8475750,MIN,2021
8477936,NYI,2021
8482116,OTT,2021
8474040,DET,2021
8469455,TOR,2021
8475780,BOS,2021
8475913,VGK,2021
8478178,TBL,2021
8481535,VAN,2021
8477493,FLA,2021
8477930,TBL,2021
8478495,DAL,2021
8475172,COL,2021
8481557,MIN,2021
8473512,FLA,2021
8481580,WSH,2021
8474610,FLA,2021
8479991,VGK,2021
8475692,MIN,2021
8474291,ARI,2021
8479347,EDM,2021
8474062,ARI,2021
8481641,DAL,2021
8478146,VAN,2021
8481598,EDM,2021
8479526,NYI,2021
8476439,CGY,2021
8478846,LAK,2021
8480035,BUF,2021
8476428,NSH,2021
8477500,VAN,2021
8477947,ANA,2021
8477369,SEA,2021
8478407,SEA,2021
8478480,ARI,2021
8480813,DET,2021
8471686,DET,2021
8482705,CBJ,2021
8478439,PHI,2021
8476850,COL,2021
8480853,CBJ,2021
8479520,MIN,2021
8476902,DAL,2021
8479383,CHI,2021
8479578,BUF,2021
8475791,BOS,2021
8479402,CBJ,2021
8480185,FLA,2021
8476461,PHI,2021
8477220,WPG,2021
8473453,CGY,2021
8477149,OTT,2021
8480326,VAN,2021
8479465,BUF,2021
8479372,ANA,2021
8481655,FLA,2021
8477942,MIN,2021
8479976,CGY,2021
8479718,TBL,2021
8480060,SJS,2021
8480823,WSH,2021
8475714,CGY,2021
8471669,WPG,2021
8481542,DET,2021
8474568,VAN,2021
8474679,CBJ,2021
8479346,CGY,2021
8475790,CGY,2021
8477943,EDM,2021
8481093,MTL,2021
8477355,BUF,2021
8480074,CBJ,2021
8477343,BOS,2021
8480849,ARI,2021
8476918,NJD,2021
8476924,LAK,2021
8479458,OTT,2021
8475188,VGK,2021
8477950,CAR,2021
8479366,STL,2021
8476921,CAR,2021
8470613,SJS,2021
8479324,NYR,2021
8477478,VGK,2021
8475193,NJD,2021
8471260,DAL,2021
8477952,DET,2021
8481552,SJS,2021
8478467,SJS,2021
8477205,ANA,2021
8477527,NYI,2021
8476469,MTL,2021
8479546,BOS,2021
8476389,CAR,2021
8479339,CBJ,2021
8479619,ARI,2021
8477573,STL,2021
8477392,ARI,2021
8479348,MTL,2021
8480434,LAK,2021
8475718,TOR,2021
8478398,WPG,2021
8476457,SEA,2021
8480798,CHI,2021
8480039,CAR,2021
8475745,BOS,2021
8477450,VAN,2021
8475179,MIN,2021
8477960,LAK,2021
8476779,VAN,2021
8476880,WSH,2021
8482241,PIT,2021
8476988,NSH,2021
8479420,BUF,2021
8480796,WSH,2021
8479514,MTL,2021
8476853,TOR,2021
8475820,SEA,2021
8471303,LAK,2021
8474053,SJS,2021
8475227,MTL,2021
8476331,WPG,2021
8477406,VGK,2021
8479304,DET,2021
8478397,CGY,2021
8478430,CGY,2021
8477939,TOR,2021
8482660,CBJ,2021
8480001,ANA,2021
8481577,NSH,2021
8478906,FLA,2021
8480049,WPG,2021
8479972,MIN,2021
8478949,NSH,2021
8478465,VAN,2021
8478462,VGK,2021
8474150,CGY,2021
8477482,WPG,2021
8478831,CBJ,2021
8477419,NJD,2021
8478399,NJD,2021
8482061,BUF,2021
8475735,NYR,2021
8478483,TOR,2021
8481014,MTL,2021
8474564,TBL,2021
8479597,FLA,2021
8475747,NYR,2021
8475461,OTT,2021
8476323,SEA,2021
8480069,COL,2021
8473986,TBL,2021
8480259,VGK,2021
8478400,OTT,2021
8482070,MIN,2021
8477476,COL,2021
8476879,EDM,2021
8482097,BUF,2021
8478472,OTT,2021
8480188,NJD,2021
8474157,VGK,2021
8479550,PHI,2021
8476458,NYR,2021
8482067,CGY,2021
8479705,SJS,2021
8478051,PHI,2021
8476410,CAR,2021
8471794,COL,2021
8475797,NYR,2021
8479371,NSH,2021
8478106,COL,2021
8480053,SJS,2021
8476958,CAR,2021
8482089,STL,2021
8478466,SEA,2021
8476960,LAK,2021
8479413,TBL,2021
8480441,CBJ,2021
8479393,SJS,2021
8477126,COL,2021
8477479,DET,2021
8480879,OTT,2021
8474161,CBJ,2021
8474578,SJS,2021
8477505,SEA,2021
8475763,PHI,2021
8475764,ANA,2021
8476807,NSH,2021
8480070,CHI,2021
8470638,BOS,2021
8481600,LAK,2021
8478996,WPG,2021
8478452,CHI,2021
8481032,VGK,2021
8475762,BOS,2021
8471215,PIT,2021
8481524,COL,2021
8479439,COL,2021
8481618,COL,2021
8476917,NYI,2021
8478425,ANA,2021
8475772,SEA,2021
8480192,WPG,2021
8471709,SJS,2021
8477845,WSH,2021
8477426,TBL,2021
8480078,NYR,2021
8478493,MIN,2021
8478043,CHI,2021
8477073,COL,2021
8478402,EDM,2021
8481582,TOR,2021
8470621,TBL,2021
8478486,DET,2021
8474618,STL,2021
8478856,VAN,2021
8475191,VGK,2021
8480887,MTL,2021
8476545,CHI,2021
8476429,NYI,2021
8481575,OTT,2021
8473544,EDM,2021
8474574,VAN,2021
8477944,DET,2021
8482641,FLA,2021
8482243,PHI,2021
8481161,CBJ,2021
8476463,MIN,2021
8479252,DET,2021
8476453,TBL,2021
8470600,DAL,2021
8478904,CAR,2021
8480803,EDM,2021
8480806,ANA,2021
8479390,CHI,2021
8471707,STL,2021
8475766,OTT,2021
8479553,FLA,2021
8476975,MTL,2021
8481626,BUF,2021
8478431,WPG,2021
8480014,LAK,2021
8474628,CGY,2021
8480012,VAN,2021
8478840,SEA,2021
8481703,PIT,2021
8480281,STL,2021
8475796,BUF,2021
8481554,NYR,2021
