AdvancedStats,,,,,,,,,,,,,,,,,
player_id,situation,season,I_F_xGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_savedShotsOnGoal,I_F_faceOffsWon,I_F_hits,I_F_takeaways
8476448,5on4,2017,5.61,5.31,3,5,36,16,11,63,15,7,6,29,48,3,5
8476447,all,2019,0.16,0.17,0,0,2,1,2,5,1,1,0,1,0,9,1
8476447,5on5,2019,0.16,0.17,0,0,2,1,2,5,1,1,0,1,0,9,1
8476447,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476447,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476447,all,2018,5.83,5.6,1,3,51,12,10,73,7,3,3,48,2,72,6
8476447,5on5,2018,4.73,4.5,1,3,48,12,10,70,5,1,3,47,2,72,6
8476447,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476447,5on4,2018,0.08,0.07,0,0,1,0,0,1,0,0,0,1,0,0,0
8476447,all,2017,4.38,4.31,4,2,51,31,26,108,8,2,7,49,5,114,14
8476447,5on5,2017,4.38,4.31,3,2,51,31,25,107,7,2,7,49,5,111,12
8476447,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
8476447,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476443,all,2020,0.33,0.32,0,0,5,3,2,10,0,0,0,5,0,17,0
8476443,5on5,2020,0.33,0.32,0,0,5,3,2,10,0,0,0,5,0,17,0
8476443,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476443,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476443,all,2019,0.35,0.34,2,1,8,7,13,28,3,0,0,8,0,24,1
8476443,5on5,2019,0.35,0.34,2,1,8,7,13,28,3,0,0,8,0,24,1
8476443,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476443,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476443,all,2018,1.37,1.35,1,2,32,18,19,69,3,0,2,32,0,32,5
8476443,5on5,2018,1.32,1.3,1,2,31,18,19,68,3,0,2,31,0,32,5
8476443,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476443,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476443,all,2017,2.02,1.89,3,4,57,23,21,101,7,0,3,57,0,36,6
8476443,5on5,2017,1.98,1.85,3,4,53,23,20,96,7,0,3,53,0,36,6
8476443,4on5,2017,0.04,0.04,0,0,4,0,0,4,0,0,0,4,0,0,0
8476443,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476442,all,2021,7.95,7.86,8,3,82,24,14,120,17,6,4,76,2,96,21
8476442,5on5,2021,6.94,6.86,8,3,70,24,13,107,17,6,4,64,2,92,18
8476442,4on5,2021,0.96,0.96,0,0,11,0,1,12,0,0,0,11,0,2,1
8476442,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8476442,all,2020,4.66,4.65,2,0,45,7,5,57,7,5,2,40,4,25,7
8476442,5on5,2020,3.71,3.7,2,0,41,4,4,49,6,4,2,37,4,25,5
8476442,4on5,2020,0.31,0.31,0,0,3,3,1,7,0,0,0,3,0,0,2
8476442,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476442,all,2019,8.72,8.64,8,5,85,30,26,141,21,8,5,77,2,37,19
8476442,5on5,2019,8.05,7.97,7,4,78,30,24,132,17,6,5,72,1,33,12
8476442,4on5,2019,0.65,0.64,0,0,6,0,0,6,2,2,0,4,1,4,7
8476442,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476442,all,2018,8.88,8.61,11,6,85,31,23,139,20,3,8,82,9,50,19
8476442,5on5,2018,7.04,6.8,9,6,67,26,23,116,17,2,8,65,1,49,16
8476442,4on5,2018,1.02,1,2,0,16,3,0,19,3,1,0,15,6,1,2
8476442,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476442,all,2017,11.21,10.9,6,5,85,28,31,144,26,15,3,70,4,26,21
8476442,5on5,2017,7.09,6.8,5,4,71,27,27,125,19,10,3,61,1,25,14
8476442,4on5,2017,1.1,1.07,0,0,10,1,4,15,1,1,0,9,2,1,7
8476442,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476441,all,2021,1.18,1.12,2,1,32,9,18,59,6,3,2,29,0,61,5
8476441,5on5,2021,0.77,0.72,2,1,23,9,16,48,5,2,2,21,0,56,4
8476441,4on5,2021,0.21,0.2,0,0,3,0,0,3,0,0,0,3,0,4,1
8476441,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476441,all,2020,4.06,3.95,4,6,77,42,61,180,13,3,3,74,0,98,6
8476441,5on5,2020,2.33,2.28,3,5,70,39,54,163,10,2,3,68,0,85,4
8476441,4on5,2020,0.18,0.18,0,0,4,0,2,6,0,0,0,4,0,13,2
8476441,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476441,all,2019,5.04,4.83,5,8,97,31,51,179,20,7,11,90,0,118,23
8476441,5on5,2019,4.64,4.47,4,8,88,31,50,169,18,6,11,82,0,108,20
8476441,4on5,2019,0.19,0.17,0,0,6,0,0,6,0,0,0,6,0,6,3
8476441,5on4,2019,0.18,0.16,0,0,1,0,0,1,0,0,0,1,0,0,0
8476441,all,2018,4.22,4.22,8,1,100,36,65,201,11,2,4,98,0,128,9
8476441,5on5,2018,3.1,3.11,7,1,87,33,61,181,10,2,3,85,0,117,7
8476441,4on5,2018,0.09,0.08,0,0,6,1,0,7,0,0,0,6,0,8,2
8476441,5on4,2018,0.23,0.23,0,0,1,0,0,1,0,0,0,1,0,0,0
8476441,all,2017,6.7,6.24,5,5,124,63,78,265,17,7,7,117,0,116,17
8476441,5on5,2017,5.04,4.85,4,5,111,58,74,243,15,6,6,105,0,107,14
8476441,4on5,2017,0.04,0.04,0,0,9,1,0,10,0,0,0,9,0,8,3
8476441,5on4,2017,0.13,0.12,0,0,2,0,1,3,0,0,1,2,0,1,0
8476440,all,2019,3.89,3.79,0,1,26,8,9,43,4,3,4,23,25,14,11
8476440,5on5,2019,2.94,2.84,0,1,24,6,9,39,4,3,4,21,25,14,11
8476440,4on5,2019,0.08,0.08,0,0,0,1,0,1,0,0,0,0,0,0,0
8476440,5on4,2019,0.06,0.06,0,0,1,0,0,1,0,0,0,1,0,0,0
8476440,all,2018,12.81,12.32,6,4,123,38,38,199,22,12,3,111,149,46,32
8476440,5on5,2018,8.27,7.99,4,3,89,32,30,151,15,8,2,81,114,44,22
8476440,4on5,2018,0.36,0.35,1,0,10,2,2,14,1,0,0,10,8,2,8
8476440,5on4,2018,1.91,1.74,0,1,17,2,6,25,3,2,1,15,25,0,1
8476440,all,2017,9.74,8.45,4,0,93,24,32,149,12,8,7,85,73,47,22
8476440,5on5,2017,5.25,5.25,1,0,66,20,24,110,5,4,2,62,64,46,17
8476440,4on5,2017,1.13,1.1,0,0,13,0,4,17,2,2,1,11,5,1,3
8476440,5on4,2017,3.13,1.87,1,0,12,4,2,18,3,2,4,10,0,0,0
8476439,all,2021,4.88,4.7,1,0,55,20,16,91,4,3,2,52,1,78,3
8476439,5on5,2021,4.88,4.7,1,0,55,20,16,91,4,3,2,52,1,78,3
8476439,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476439,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476439,all,2020,5.08,5.03,3,1,36,27,14,77,8,4,1,32,3,97,6
8476439,5on5,2020,4.37,4.37,3,1,32,27,12,71,8,4,1,28,3,97,5
8476439,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476439,5on4,2020,0.1,0.09,0,0,2,0,1,3,0,0,0,2,0,0,1
8476439,all,2019,2.89,2.98,3,1,34,12,11,57,6,2,1,32,2,89,3
8476439,5on5,2019,2.78,2.86,2,1,31,11,11,53,5,2,1,29,2,88,3
8476439,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476439,5on4,2019,0.03,0.03,1,0,1,1,0,2,1,0,0,1,0,1,0
8476439,all,2018,4.74,4.6,0,2,57,22,27,106,6,4,2,53,2,126,7
8476439,5on5,2018,4.5,4.38,0,2,52,21,24,97,5,3,2,49,2,124,7
8476439,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476439,5on4,2018,0.17,0.15,0,0,5,0,3,8,1,1,0,4,0,2,0
8476439,all,2017,11.46,10.8,2,5,116,41,54,211,14,7,10,109,0,168,8
8476439,5on5,2017,9.07,8.56,2,4,93,31,48,172,11,5,8,88,0,155,8
8476439,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476439,5on4,2017,2.13,2,0,1,22,9,6,37,3,2,2,20,0,13,0
8476438,all,2021,20.75,20,17,8,158,40,38,236,49,24,14,134,8,20,45
8476438,5on5,2021,10.41,10.31,9,7,104,34,30,168,29,13,8,91,7,16,36
8476438,4on5,2021,0.8,0.8,2,0,11,1,1,13,3,1,0,10,0,3,7
8476438,5on4,2021,6.73,6.13,4,1,36,3,2,41,13,8,6,28,1,0,0
8476438,all,2020,8.62,8.39,2,7,68,31,30,129,24,15,4,53,27,16,8
8476438,5on5,2020,7.46,7.42,1,6,63,26,24,113,20,13,3,50,16,15,6
8476438,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476438,5on4,2020,1.05,0.86,1,0,4,5,5,14,3,2,1,2,8,1,0
8476438,all,2019,21.27,19.44,8,4,140,41,33,214,33,21,13,119,22,36,40
8476438,5on5,2019,13.2,12.33,8,4,111,30,27,168,27,15,7,96,17,28,26
8476438,4on5,2019,2.46,2.44,0,0,13,3,0,16,2,2,2,11,0,5,11
8476438,5on4,2019,2.07,2.05,0,0,7,4,3,14,2,2,2,5,5,1,1
8476438,all,2018,23.93,23.26,17,7,195,65,58,318,47,23,13,172,24,52,35
8476438,5on5,2018,14.62,14.54,12,6,149,48,46,243,32,14,8,135,19,41,21
8476438,4on5,2018,2.23,2.19,0,0,16,6,5,27,2,2,1,14,4,3,7
8476438,5on4,2018,2.96,2.83,0,1,14,5,1,20,5,4,3,10,1,4,0
8476438,all,2017,25.77,25.11,12,5,237,82,78,397,35,18,10,219,56,29,45
8476438,5on5,2017,19.46,19.04,9,5,181,65,61,307,28,14,8,167,40,27,33
8476438,4on5,2017,1.12,1.11,0,0,17,1,2,20,0,0,1,17,9,1,8
8476438,5on4,2017,2.33,2.17,0,0,25,10,7,42,1,1,1,24,5,1,1
8476437,all,2021,5.58,5.52,6,6,58,21,16,95,21,9,6,49,89,15,14
8476437,5on5,2021,4.45,4.39,5,5,49,19,15,83,17,7,5,42,87,15,13
8476437,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476437,5on4,2021,0.33,0.33,1,0,6,1,1,8,1,0,0,6,2,0,1
8476437,all,2020,6.42,6.36,7,6,53,16,34,103,23,10,1,43,218,21,20
8476437,5on5,2020,3.4,3.39,5,2,40,11,22,73,14,7,1,33,200,20,18
8476437,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476437,5on4,2020,1.33,1.28,2,3,9,4,9,22,6,1,0,8,16,1,1
8476437,all,2019,3.07,2.96,3,5,38,13,12,63,13,5,1,33,119,26,13
8476437,5on5,2019,3.02,2.91,3,5,37,12,12,61,13,5,0,32,114,26,13
8476437,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476437,5on4,2019,0.01,0.01,0,0,0,1,0,1,0,0,1,0,4,0,0
8476437,all,2018,4.43,4.32,3,3,55,22,23,100,9,3,4,52,204,40,13
8476437,5on5,2018,3.14,3.06,3,1,43,18,20,81,7,3,4,40,181,39,11
8476437,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8476437,5on4,2018,0.58,0.57,0,2,8,4,3,15,2,0,0,8,17,1,1
8476437,all,2017,12.29,11.87,8,9,126,57,48,231,31,14,13,112,393,62,48
8476437,5on5,2017,7.92,7.69,5,5,94,41,35,170,19,9,7,85,337,61,41
8476437,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476437,5on4,2017,3.11,2.98,3,4,26,12,10,48,11,4,6,22,47,1,5
8476436,all,2021,2.15,2.07,1,0,23,10,10,43,1,0,1,23,5,47,3
8476436,5on5,2021,1.87,1.8,1,0,19,9,8,36,1,0,1,19,3,44,3
8476436,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476436,5on4,2021,0.23,0.23,0,0,3,1,2,6,0,0,0,3,2,2,0
8476436,all,2018,4.98,4.88,1,5,48,27,17,92,8,2,3,46,0,87,13
8476436,5on5,2018,4.84,4.74,1,5,46,27,17,90,8,2,2,44,0,83,12
8476436,4on5,2018,0.14,0.14,0,0,2,0,0,2,0,0,1,2,0,1,1
8476436,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8476436,all,2017,11.36,11.21,6,5,124,46,42,212,17,6,16,118,2,207,36
8476436,5on5,2017,11.05,10.9,5,5,122,45,42,209,16,6,15,116,2,204,34
8476436,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8476436,5on4,2017,0.32,0.32,1,0,2,1,0,3,1,0,1,2,0,3,1
8476432,all,2021,21.51,20.19,11,10,160,61,45,266,44,23,9,137,642,80,33
8476432,5on5,2021,10.95,10.58,8,8,111,45,34,190,30,14,7,97,438,77,28
8476432,4on5,2021,0.77,0.77,0,0,8,3,2,13,0,0,0,8,59,1,5
8476432,5on4,2021,6.47,6.14,1,1,28,8,5,41,8,6,2,22,90,1,0
8476432,all,2020,8.14,7.84,5,3,79,31,21,131,16,8,6,71,301,76,14
8476432,5on5,2020,6.66,6.36,5,3,71,26,20,117,14,6,6,65,216,73,11
8476432,4on5,2020,0.21,0.21,0,0,4,1,0,5,1,1,0,3,46,2,2
8476432,5on4,2020,1.19,1.18,0,0,4,3,0,7,1,1,0,3,23,1,1
8476432,all,2019,15.97,15.03,7,6,179,50,43,272,24,11,16,168,642,109,24
8476432,5on5,2019,11.52,10.94,5,4,147,43,38,228,16,7,13,140,480,103,19
8476432,4on5,2019,0.87,0.87,0,0,11,3,1,15,0,0,0,11,68,1,3
8476432,5on4,2019,2.14,1.78,2,0,18,3,1,22,4,2,3,16,61,3,0
8476432,all,2018,17.31,16.71,16,6,170,66,47,283,38,16,12,154,626,158,42
8476432,5on5,2018,12.54,12.05,16,3,140,58,44,242,31,12,11,128,496,146,31
8476432,4on5,2018,0.72,0.69,0,0,13,2,1,16,1,1,0,12,54,6,8
8476432,5on4,2018,2.15,2.12,0,2,13,5,1,19,3,1,1,12,56,2,1
8476432,all,2017,17.23,17.01,12,7,187,70,53,310,32,13,11,174,268,205,34
8476432,5on5,2017,14.92,14.72,11,7,162,60,50,272,29,11,9,151,211,194,31
8476432,4on5,2017,0.37,0.36,0,0,5,3,1,9,0,0,0,5,19,5,2
8476432,5on4,2017,1.72,1.72,1,0,17,6,2,25,3,2,2,15,27,4,1
8476431,all,2018,0.08,0.08,0,0,3,0,5,8,0,0,0,3,0,1,2
8476431,5on5,2018,0.08,0.08,0,0,3,0,4,7,0,0,0,3,0,1,2
8476431,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476431,5on4,2018,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8476431,all,2017,0.11,0.1,0,2,4,4,3,11,2,0,0,4,0,2,2
8476431,5on5,2017,0.11,0.1,0,2,4,4,3,11,2,0,0,4,0,2,0
8476431,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476431,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8476430,all,2020,0.63,0.69,1,0,11,3,4,18,1,0,1,11,0,4,0
8476430,5on5,2020,0.63,0.69,1,0,11,3,4,18,1,0,1,11,0,4,0
8476430,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476430,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476430,all,2019,0.89,0.87,2,0,7,9,4,20,2,0,2,7,2,4,6
8476430,5on5,2019,0.89,0.87,2,0,7,9,4,20,2,0,2,7,1,4,6
8476430,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476430,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8476430,all,2017,4.78,4.67,2,2,45,19,21,85,10,6,4,39,4,22,9
8476430,5on5,2017,4.58,4.48,1,2,44,19,19,82,8,5,4,39,4,22,9
8476430,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476430,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476429,all,2021,3.55,3.52,8,7,80,45,77,202,18,3,4,77,0,77,15
8476429,5on5,2021,2.91,2.91,6,4,72,44,76,192,13,3,2,69,0,71,10
8476429,4on5,2021,0.02,0.02,0,1,2,0,0,2,1,0,0,2,0,6,4
8476429,5on4,2021,0.01,0.01,0,0,1,0,0,1,0,0,0,1,0,0,0
8476429,all,2020,2.61,2.54,7,6,79,26,61,166,15,2,6,77,0,76,6
8476429,5on5,2020,2.39,2.32,6,6,76,24,60,160,14,2,6,74,0,72,5
8476429,4on5,2020,0.05,0.05,0,0,2,1,0,3,0,0,0,2,0,2,1
8476429,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476429,all,2019,3.76,3.67,5,4,97,48,92,237,14,5,4,92,0,93,21
8476429,5on5,2019,3.21,3.12,4,3,92,46,92,230,12,5,4,87,0,86,19
8476429,4on5,2019,0.05,0.05,1,1,3,0,0,3,2,0,0,3,0,5,1
8476429,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476429,all,2018,4.82,4.74,5,11,103,58,112,273,20,4,8,99,0,118,10
8476429,5on5,2018,4.31,4.26,5,8,100,58,111,269,16,3,7,97,0,109,10
8476429,4on5,2018,0,0,0,1,1,0,0,1,1,0,0,1,0,9,0
8476429,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476429,all,2017,2.4,2.33,4,6,58,26,57,141,12,2,6,56,0,77,5
8476429,5on5,2017,1.93,1.86,4,6,57,26,57,140,12,2,6,55,0,71,5
8476429,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8476429,5on4,2017,0.47,0.47,0,0,1,0,0,1,0,0,0,1,0,0,0
8476428,all,2021,0.88,0.86,0,0,8,2,3,13,0,0,1,8,6,5,5
8476428,5on5,2021,0.88,0.86,0,0,8,2,3,13,0,0,1,8,4,4,4
8476428,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
8476428,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8476428,all,2020,6.09,5.86,3,0,62,32,18,112,13,10,4,52,0,20,17
8476428,5on5,2020,5.21,4.99,2,0,55,30,18,103,11,9,3,46,0,19,17
8476428,4on5,2020,0.46,0.46,0,0,4,0,0,4,1,1,0,3,0,1,0
8476428,5on4,2020,0.42,0.41,0,0,3,2,0,5,0,0,1,3,0,0,0
8476428,all,2019,11.22,11.36,12,9,122,39,32,193,31,10,14,112,1,23,27
8476428,5on5,2019,10.68,10.83,12,9,116,37,32,185,31,10,14,106,1,23,26
8476428,4on5,2019,0.01,0.01,0,0,1,0,0,1,0,0,0,1,0,0,0
8476428,5on4,2019,0.03,0.03,0,0,2,0,0,2,0,0,0,2,0,0,0
8476428,all,2018,6.71,6.5,3,4,81,22,26,129,12,5,7,76,4,32,27
8476428,5on5,2018,6.65,6.44,3,4,79,22,26,127,12,5,7,74,4,32,27
8476428,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476428,5on4,2018,0.01,0.01,0,0,1,0,0,1,0,0,0,1,0,0,0
8476428,all,2017,0.54,0.52,1,1,7,1,1,9,3,1,0,6,0,3,5
8476428,5on5,2017,0.54,0.52,1,1,7,1,1,9,3,1,0,6,0,3,5
8476428,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476428,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476427,all,2018,10.49,10.01,6,1,84,20,20,124,11,4,9,80,1,57,22
8476427,5on5,2018,8.49,8.09,5,1,70,19,19,108,10,4,9,66,1,55,21
8476427,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476427,5on4,2018,1.15,1.11,1,0,10,1,1,12,1,0,0,10,0,2,1
8476427,all,2017,3.52,3.5,3,1,32,10,8,50,9,5,5,27,0,11,2
8476427,5on5,2017,2.44,2.44,3,1,24,9,8,41,8,4,5,20,0,11,2
8476427,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476427,5on4,2017,0.12,0.11,0,0,7,0,0,7,0,0,0,7,0,0,0
8476423,all,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8476423,5on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8476423,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476423,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476423,all,2017,3.87,3.63,0,2,37,10,9,56,5,3,5,34,1,13,8
8476423,5on5,2017,3.16,2.92,0,1,33,8,9,50,3,2,5,31,1,11,7
8476423,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476423,5on4,2017,0.71,0.71,0,1,4,2,0,6,2,1,0,3,0,2,0
8476422,all,2021,5.5,5.32,6,7,135,43,52,230,17,4,5,131,0,94,19
8476422,5on5,2021,4.4,4.33,5,4,114,37,45,196,12,3,5,111,0,89,18
8476422,4on5,2021,0.4,0.33,0,0,4,1,0,5,1,1,0,3,0,4,0
8476422,5on4,2021,0.26,0.25,0,2,9,2,4,15,2,0,0,9,0,0,0
8476422,all,2020,2.69,2.63,8,19,98,36,35,169,27,0,11,98,0,70,16
8476422,5on5,2020,2.2,2.15,5,15,83,32,32,147,20,0,10,83,0,59,11
8476422,4on5,2020,0.07,0.07,0,0,1,2,0,3,0,0,0,1,0,8,2
8476422,5on4,2020,0.37,0.36,2,2,14,1,3,18,4,0,1,14,0,1,1
8476422,all,2019,3.76,3.64,6,10,85,47,58,190,17,1,8,84,0,39,9
8476422,5on5,2019,2.49,2.41,3,4,65,35,43,143,7,0,8,65,0,37,5
8476422,4on5,2019,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
8476422,5on4,2019,1.05,1.02,3,5,15,9,9,33,9,1,0,14,0,1,2
8476422,all,2018,4.35,4.21,3,6,101,50,74,225,12,3,6,98,0,48,12
8476422,5on5,2018,3.54,3.43,3,6,87,38,59,184,11,2,6,85,0,47,10
8476422,4on5,2018,0.05,0.05,0,0,3,1,0,4,0,0,0,3,0,0,0
8476422,5on4,2018,0.5,0.49,0,0,7,8,12,27,1,1,0,6,0,0,1
8476422,all,2017,3.14,3.09,9,7,65,27,33,125,18,2,2,63,0,41,8
8476422,5on5,2017,1.87,1.86,6,4,47,18,23,88,12,2,2,45,0,39,7
8476422,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476422,5on4,2017,0.92,0.87,3,3,12,8,9,29,6,0,0,12,0,1,1
8476419,all,2021,14.21,13.79,10,11,126,43,30,199,39,18,8,108,748,171,30
8476419,5on5,2021,8.85,8.82,6,7,86,28,18,132,25,12,6,74,531,164,22
8476419,4on5,2021,0.72,0.72,3,0,11,2,3,16,3,0,0,11,75,2,6
8476419,5on4,2021,3.1,2.78,1,2,15,11,7,33,7,4,1,11,89,2,1
8476419,all,2020,10.82,10.19,8,6,81,29,20,130,28,14,4,67,472,111,17
8476419,5on5,2020,5.4,5.03,5,2,59,19,16,94,14,7,3,52,381,104,11
8476419,4on5,2020,0.81,0.81,0,0,6,1,1,8,2,2,0,4,25,3,4
8476419,5on4,2020,3.27,3.12,1,2,14,5,0,19,8,5,1,9,38,3,0
8476419,all,2019,18.55,17.71,9,7,152,55,38,245,42,26,13,126,615,128,33
8476419,5on5,2019,9.66,9.05,2,4,112,39,25,176,21,15,9,97,409,118,21
8476419,4on5,2019,1.52,1.52,2,0,14,2,3,19,4,2,0,12,91,4,9
8476419,5on4,2019,2.8,2.7,2,1,13,7,5,25,8,5,2,8,61,4,0
8476419,all,2018,7.07,6.84,5,3,83,23,23,129,12,4,8,79,258,63,21
8476419,5on5,2018,5.78,5.56,5,3,67,17,16,100,12,4,8,63,205,58,17
8476419,4on5,2018,0.83,0.83,0,0,8,2,2,12,0,0,0,8,29,3,3
8476419,5on4,2018,0.29,0.29,0,0,6,3,2,11,0,0,0,6,10,1,1
8476419,all,2017,15.37,14.92,7,8,147,59,35,241,29,14,6,133,580,131,30
8476419,5on5,2017,9.9,9.65,5,8,113,52,30,195,24,11,4,102,451,120,24
8476419,4on5,2017,0.83,0.83,0,0,14,3,3,20,1,1,0,13,78,8,4
8476419,5on4,2017,2.52,2.31,1,0,11,3,2,16,2,1,1,10,26,1,1
8476415,all,2021,0.04,0.04,0,0,3,0,2,5,0,0,0,3,1,6,0
8476415,5on5,2021,0.04,0.04,0,0,3,0,1,4,0,0,0,3,1,6,0
8476415,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476415,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476415,all,2020,1.58,1.42,1,1,15,4,6,25,2,0,2,15,0,23,4
8476415,5on5,2020,1.45,1.3,1,1,13,4,6,23,2,0,2,13,0,23,4
8476415,4on5,2020,0.07,0.07,0,0,1,0,0,1,0,0,0,1,0,0,0
8476415,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476415,all,2018,0.53,0.54,0,1,6,3,1,10,1,0,0,6,3,9,1
8476415,5on5,2018,0.53,0.54,0,1,6,3,1,10,1,0,0,6,3,9,1
8476415,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476415,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476415,all,2017,0.53,0.52,0,1,4,1,2,7,1,0,0,4,0,7,1
8476415,5on5,2017,0.53,0.52,0,1,4,1,2,7,1,0,0,4,0,7,1
8476415,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476415,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476410,all,2021,1.31,1.25,1,1,10,4,0,14,3,1,1,9,0,4,0
8476410,5on5,2021,1.31,1.25,1,1,10,4,0,14,3,1,1,9,0,4,0
8476410,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476410,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476410,all,2020,5.22,5.11,1,2,50,26,18,94,9,6,5,44,3,33,16
8476410,5on5,2020,5.2,5.09,1,2,49,25,17,91,9,6,5,43,3,33,16
8476410,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476410,5on4,2020,0.02,0.02,0,0,1,1,1,3,0,0,0,1,0,0,0
8476410,all,2019,6.9,6.72,6,7,68,36,38,142,19,6,5,62,10,17,10
8476410,5on5,2019,6.07,5.9,4,4,59,29,28,116,14,6,4,53,8,16,9
8476410,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
