AdvancedStats,,,,,,,,,,,,,,,,,
player_id,situation,season,I_F_xGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_savedShotsOnGoal,I_F_faceOffsWon,I_F_hits,I_F_takeaways
8479553,all,2017,2.35,2.35,0,1,28,9,9,46,4,3,3,25,0,50,13
8479553,5on5,2017,2.35,2.35,0,1,28,9,9,46,4,3,3,25,0,49,13
8479553,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479553,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8479550,all,2021,0,0,0,0,0,0,1,1,0,0,0,0,2,3,1
8479550,5on5,2021,0,0,0,0,0,0,1,1,0,0,0,0,2,3,1
8479550,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479550,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479550,all,2020,0.8,0.78,0,0,6,3,0,9,0,0,0,6,11,5,2
8479550,5on5,2020,0.8,0.78,0,0,6,3,0,9,0,0,0,6,9,5,2
8479550,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8479550,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479547,all,2020,0.3,0.31,0,0,2,1,0,3,0,0,0,2,0,0,0
8479547,5on5,2020,0.3,0.31,0,0,2,1,0,3,0,0,0,2,0,0,0
8479547,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479547,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479546,all,2021,2.03,2.01,3,1,25,9,9,43,6,2,2,23,1,32,9
8479546,5on5,2021,1.97,1.96,3,1,24,6,9,39,6,2,2,22,1,32,8
8479546,4on5,2021,0.05,0.05,0,0,1,1,0,2,0,0,0,1,0,0,1
8479546,5on4,2021,0.01,0.01,0,0,0,2,0,2,0,0,0,0,0,0,0
8479546,all,2020,0.27,0.28,0,0,6,1,3,10,0,0,1,6,0,11,0
8479546,5on5,2020,0.27,0.28,0,0,6,1,3,10,0,0,1,6,0,11,0
8479546,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479546,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479543,all,2021,5.45,5.29,5,1,49,16,12,77,11,5,4,44,6,156,4
8479543,5on5,2021,5.14,4.98,5,1,49,15,12,76,11,5,4,44,6,156,4
8479543,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479543,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479542,all,2021,17.92,17.56,15,4,125,41,57,223,44,25,7,100,24,63,53
8479542,5on5,2021,9.33,9.3,9,3,93,35,52,180,28,16,5,77,17,58,41
8479542,4on5,2021,1.37,1.28,2,0,8,3,1,12,3,1,1,7,3,2,9
8479542,5on4,2021,3,2.89,1,1,14,1,2,17,6,4,0,10,2,2,0
8479542,all,2020,8.47,8.33,11,4,91,21,32,144,24,9,3,82,9,58,31
8479542,5on5,2020,6.72,6.63,9,1,78,18,28,124,16,6,3,72,6,57,27
8479542,4on5,2020,0.29,0.29,1,0,3,1,0,4,1,0,0,3,0,0,2
8479542,5on4,2020,0.45,0.4,0,3,3,0,1,4,3,0,0,3,3,1,1
8479542,all,2019,0.18,0.18,0,0,4,0,1,5,0,0,0,4,0,1,1
8479542,5on5,2019,0.18,0.18,0,0,4,0,1,5,0,0,0,4,0,1,1
8479542,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479542,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479536,all,2021,2.29,2.2,2,0,29,10,8,47,4,2,4,27,1,18,3
8479536,5on5,2021,2.26,2.16,2,0,28,10,8,46,4,2,4,26,1,18,3
8479536,4on5,2021,0.04,0.04,0,0,1,0,0,1,0,0,0,1,0,0,0
8479536,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479534,all,2021,0.05,0.05,0,2,3,0,3,6,2,0,0,3,0,0,3
8479534,5on5,2021,0.05,0.05,0,1,3,0,3,6,1,0,0,3,0,0,3
8479534,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479534,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479526,all,2021,0.49,0.44,1,1,8,1,2,11,2,0,0,8,22,8,1
8479526,5on5,2021,0.49,0.44,1,1,8,1,2,11,2,0,0,8,20,8,1
8479526,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8479526,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479526,all,2019,0.22,0.23,0,0,4,0,1,5,0,0,0,4,23,12,2
8479526,5on5,2019,0.22,0.23,0,0,4,0,1,5,0,0,0,4,22,12,2
8479526,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8479526,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479525,all,2021,19.41,18.79,11,6,159,56,44,259,39,22,15,137,303,153,29
8479525,5on5,2021,15.74,15.21,7,4,138,39,34,211,31,20,12,118,264,150,27
8479525,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479525,5on4,2021,1.15,1.13,2,2,16,9,8,33,4,0,2,16,27,3,1
8479525,all,2020,5.35,5.27,2,1,46,14,14,74,12,9,3,37,101,36,5
8479525,5on5,2020,4.25,4.16,2,1,41,14,13,68,11,8,3,33,98,36,5
8479525,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479525,5on4,2020,0.23,0.23,0,0,4,0,1,5,0,0,0,4,2,0,0
8479523,all,2021,1.96,1.94,3,3,41,17,27,85,9,3,6,38,0,39,7
8479523,5on5,2021,1.85,1.84,3,3,38,17,27,82,9,3,6,35,0,39,7
8479523,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479523,5on4,2021,0.02,0.02,0,0,2,0,0,2,0,0,0,2,0,0,0
8479523,all,2020,0.27,0.26,1,0,10,2,6,18,1,0,1,10,0,6,2
8479523,5on5,2020,0.27,0.26,1,0,10,2,6,18,1,0,1,10,0,6,1
8479523,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8479523,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479523,all,2019,0.31,0.31,0,1,3,5,1,9,1,0,0,3,0,11,1
8479523,5on5,2019,0.31,0.31,0,1,3,5,1,9,1,0,0,3,0,10,1
8479523,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479523,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479520,all,2021,8.58,8.15,5,6,91,29,41,161,17,6,4,85,8,201,16
8479520,5on5,2021,7.71,7.32,5,5,87,27,39,153,15,5,4,82,8,198,16
8479520,4on5,2021,0.07,0.07,0,0,0,1,2,3,0,0,0,0,0,1,0
8479520,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8479518,all,2021,0.21,0.21,1,0,1,0,0,1,1,0,1,1,0,0,0
8479518,5on5,2021,0.21,0.21,1,0,1,0,0,1,1,0,1,1,0,0,0
8479518,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479518,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479516,all,2021,0.13,0.13,0,0,1,1,1,3,1,1,0,0,8,2,1
8479516,5on5,2021,0.13,0.13,0,0,1,1,1,3,1,1,0,0,7,2,1
8479516,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479516,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479516,all,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8479516,5on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8479516,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479516,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479514,all,2021,9.85,9.6,13,9,63,19,12,94,37,15,6,48,52,25,31
8479514,5on5,2021,7.09,7.05,11,7,45,17,11,73,30,12,4,33,32,24,26
8479514,4on5,2021,0.06,0.06,0,0,1,0,0,1,0,0,0,1,2,0,2
8479514,5on4,2021,0.25,0.25,0,1,5,2,1,8,1,0,1,5,15,1,1
8479514,all,2020,0.77,0.72,2,0,11,0,2,13,2,0,0,11,15,8,0
8479514,5on5,2020,0.76,0.71,2,0,10,0,2,12,2,0,0,10,15,8,0
8479514,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479514,5on4,2020,0.01,0.01,0,0,1,0,0,1,0,0,0,1,0,0,0
8479514,all,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479514,5on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479514,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479514,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479512,all,2021,0.84,0.82,0,0,8,0,3,11,1,1,0,7,0,9,0
8479512,5on5,2021,0.84,0.82,0,0,8,0,3,11,1,1,0,7,0,9,0
8479512,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479512,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479511,all,2021,6.47,6.31,4,7,64,25,20,109,17,6,6,58,2,33,26
8479511,5on5,2021,5.68,5.53,4,7,59,24,19,102,15,4,6,55,2,33,24
8479511,4on5,2021,0.51,0.51,0,0,3,0,1,4,1,1,0,2,0,0,2
8479511,5on4,2021,0.21,0.21,0,0,2,0,0,2,1,1,0,1,0,0,0
8479511,all,2020,8.12,7.74,9,8,60,35,13,108,25,8,2,52,1,9,22
8479511,5on5,2020,6.63,6.27,9,5,50,31,13,94,20,6,2,44,1,6,21
8479511,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479511,5on4,2020,0.63,0.61,0,3,8,2,0,10,4,1,0,7,0,2,1
8479511,all,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8479511,5on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8479511,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479511,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479511,all,2018,0.53,0.52,0,0,6,3,3,12,0,0,0,6,0,0,2
8479511,5on5,2018,0.4,0.39,0,0,4,2,2,8,0,0,0,4,0,0,2
8479511,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479511,5on4,2018,0.13,0.13,0,0,2,1,1,4,0,0,0,2,0,0,0
8479511,all,2017,0.65,0.59,0,0,6,2,2,10,0,0,1,6,0,1,3
8479511,5on5,2017,0.65,0.59,0,0,6,2,2,10,0,0,1,6,0,1,3
8479511,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479511,5on4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479510,all,2019,0.03,0.02,0,0,1,0,0,1,1,1,0,0,0,1,1
8479510,5on5,2019,0.03,0.02,0,0,1,0,0,1,1,1,0,0,0,1,1
8479510,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479510,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479483,all,2017,2.7,2.71,2,4,69,14,45,128,9,3,3,66,0,18,8
8479483,5on5,2017,2.28,2.29,2,4,65,13,42,120,9,3,3,62,0,18,8
8479483,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479483,5on4,2017,0.31,0.31,0,0,3,0,1,4,0,0,0,3,0,0,0
8479482,all,2021,0.51,0.48,0,1,10,10,20,40,2,1,3,9,0,22,1
8479482,5on5,2021,0.51,0.48,0,1,10,10,20,40,2,1,3,9,0,18,1
8479482,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8479482,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479482,all,2019,3.4,3.3,8,6,73,36,61,170,17,3,6,70,0,42,13
8479482,5on5,2019,2.61,2.51,7,6,70,34,58,162,16,3,6,67,0,38,7
8479482,4on5,2019,0,0,0,0,0,0,2,2,0,0,0,0,0,2,4
8479482,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479482,all,2018,3.74,3.71,7,12,111,47,74,232,25,6,1,105,0,84,21
8479482,5on5,2018,3.22,3.19,6,11,105,46,71,222,23,6,1,99,0,71,19
8479482,4on5,2018,0.06,0.06,0,0,3,0,3,6,0,0,0,3,0,8,1
8479482,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479482,all,2017,2.49,2.49,5,2,82,29,57,168,10,3,4,79,0,57,9
8479482,5on5,2017,2.3,2.33,5,2,78,27,56,161,10,3,4,75,0,53,9
8479482,4on5,2017,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0
8479482,5on4,2017,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8479466,all,2020,0.55,0.55,2,0,12,2,2,16,2,0,0,12,1,13,2
8479466,5on5,2020,0.55,0.55,2,0,12,2,2,16,2,0,0,12,1,13,2
8479466,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479466,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479466,all,2019,6.2,6.18,4,1,57,27,9,93,5,0,4,57,2,64,9
8479466,5on5,2019,5.08,5.05,4,1,51,26,7,84,5,0,3,51,1,63,9
8479466,4on5,2019,0.05,0.05,0,0,3,0,1,4,0,0,0,3,1,0,0
8479466,5on4,2019,0.13,0.13,0,0,1,0,0,1,0,0,0,1,0,0,0
8479466,all,2018,0.77,0.61,0,0,6,2,3,11,0,0,1,6,0,9,3
8479466,5on5,2018,0.77,0.61,0,0,6,2,3,11,0,0,1,6,0,9,3
8479466,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479466,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479465,all,2021,1.96,2,3,0,23,8,6,37,5,2,1,21,1,17,6
8479465,5on5,2021,1.72,1.75,2,0,21,8,6,35,4,2,0,19,0,16,3
8479465,4on5,2021,0.11,0.11,0,0,1,0,0,1,0,0,0,1,1,1,1
8479465,5on4,2021,0.13,0.13,1,0,1,0,0,1,1,0,1,1,0,0,0
8479465,all,2020,4.65,4.42,4,3,46,15,16,77,10,3,7,43,6,64,9
8479465,5on5,2020,3.96,3.74,4,3,42,15,15,72,9,2,7,40,6,62,9
8479465,4on5,2020,0.22,0.22,0,0,2,0,1,3,0,0,0,2,0,1,0
8479465,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8479465,all,2019,6.5,6.34,5,1,57,17,11,85,15,9,4,48,4,81,19
8479465,5on5,2019,5.89,5.73,4,1,51,17,11,79,13,8,4,43,4,79,16
8479465,4on5,2019,0.27,0.27,1,0,3,0,0,3,1,0,0,3,0,2,3
8479465,5on4,2019,0.34,0.34,0,0,3,0,0,3,1,1,0,2,0,0,0
8479465,all,2018,10.62,10.51,6,5,96,24,28,148,23,12,5,84,16,135,18
8479465,5on5,2018,8.79,8.68,5,5,91,21,24,136,20,10,4,81,15,131,14
8479465,4on5,2018,0.33,0.33,0,0,3,1,0,4,1,1,0,2,0,2,3
8479465,5on4,2018,0.08,0.08,0,0,1,1,4,6,0,0,0,1,1,0,1
8479465,all,2017,12.76,12.32,5,2,104,32,45,181,20,13,6,91,11,147,27
8479465,5on5,2017,9.74,9.4,4,2,84,26,37,147,15,9,4,75,11,143,25
8479465,4on5,2017,0.71,0.71,0,0,6,1,0,7,1,1,0,5,0,1,2
8479465,5on4,2017,2.04,1.94,0,0,14,2,8,24,3,3,2,11,0,1,0
8479462,all,2020,0.07,0.07,1,0,5,0,1,6,1,0,0,5,0,4,1
8479462,5on5,2020,0.07,0.07,1,0,5,0,1,6,1,0,0,5,0,4,1
8479462,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479462,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479458,all,2021,2.33,2.29,4,5,65,37,36,138,11,2,3,63,0,128,13
8479458,5on5,2021,1.91,1.88,3,3,61,36,35,132,7,1,3,60,0,117,8
8479458,4on5,2021,0.04,0.03,0,1,2,0,0,2,1,0,0,2,0,9,4
8479458,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479458,all,2020,1.97,1.91,9,4,70,40,65,175,17,4,6,66,0,114,7
8479458,5on5,2020,1.92,1.85,5,4,66,40,62,168,11,2,6,64,0,111,4
8479458,4on5,2020,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3
8479458,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479458,all,2019,3.7,3.58,7,4,64,40,61,165,12,1,3,63,0,108,20
8479458,5on5,2019,2.23,2.13,7,2,55,38,56,149,9,0,3,55,0,101,15
8479458,4on5,2019,0.13,0.13,0,0,5,1,0,6,0,0,0,5,0,5,2
8479458,5on4,2019,0.39,0.39,0,0,1,1,0,2,0,0,0,1,0,1,0
8479458,all,2018,2.37,2.35,3,9,71,51,107,229,15,3,4,68,0,139,18
8479458,5on5,2018,2.16,2.14,1,9,62,50,106,218,13,3,4,59,0,123,15
8479458,4on5,2018,0.05,0.05,0,0,5,1,0,6,0,0,0,5,0,12,2
8479458,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479458,all,2017,2.08,2.02,5,3,54,29,83,166,13,5,4,49,0,113,21
8479458,5on5,2017,1.92,1.87,5,2,48,28,75,151,12,5,4,43,0,105,17
8479458,4on5,2017,0,0,0,0,3,0,0,3,0,0,0,3,0,3,3
8479458,5on4,2017,0.1,0.09,0,0,2,0,4,6,0,0,0,2,0,0,1
8479447,all,2021,0.61,0.65,0,0,5,0,0,5,0,0,2,5,0,1,0
8479447,5on5,2021,0.61,0.65,0,0,5,0,0,5,0,0,2,5,0,1,0
8479447,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479447,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479447,all,2018,0.11,0.11,0,0,2,0,1,3,0,0,1,2,0,0,0
8479447,5on5,2018,0.11,0.11,0,0,2,0,1,3,0,0,1,2,0,0,0
8479447,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479447,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479442,all,2021,1.5,1.49,1,1,50,18,19,87,3,1,2,49,0,33,7
8479442,5on5,2021,1.46,1.45,1,1,49,16,19,84,3,1,2,48,0,33,6
8479442,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479442,5on4,2021,0.02,0.02,0,0,1,1,0,2,0,0,0,1,0,0,0
8479442,all,2020,1.93,1.9,2,6,55,27,47,129,11,3,0,52,0,33,9
8479442,5on5,2020,1.67,1.67,2,5,49,27,46,122,9,2,0,47,0,33,8
8479442,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479442,5on4,2020,0.15,0.12,0,0,4,0,1,5,0,0,0,4,0,0,0
8479442,all,2019,2.65,2.6,3,10,86,34,57,177,18,5,8,81,0,68,16
8479442,5on5,2019,2.37,2.33,3,9,81,34,56,171,17,5,5,76,0,65,16
8479442,4on5,2019,0.02,0.02,0,0,2,0,0,2,0,0,1,2,0,3,0
8479442,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479442,all,2018,3.68,3.63,12,9,105,48,97,250,23,2,11,103,0,91,42
8479442,5on5,2018,3.1,3.05,10,8,86,43,87,216,19,1,10,85,0,81,35
8479442,4on5,2018,0.01,0.01,0,0,4,1,0,5,0,0,0,4,0,9,4
8479442,5on4,2018,0.11,0.11,1,0,6,1,5,12,1,0,0,6,0,0,1
8479442,all,2017,3.79,3.53,6,4,94,43,76,213,11,1,6,93,0,111,22
8479442,5on5,2017,3.24,3.16,5,3,87,41,68,196,9,1,5,86,0,93,19
8479442,4on5,2017,0.02,0.02,0,1,2,0,1,3,1,0,1,2,0,17,2
8479442,5on4,2017,0.01,0.01,1,0,1,0,5,6,1,0,0,1,0,0,0
8479439,all,2021,1.33,1.35,0,0,17,5,4,26,0,0,3,17,0,9,0
8479439,5on5,2021,1.33,1.35,0,0,17,5,4,26,0,0,3,17,0,9,0
8479439,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479439,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479439,all,2020,2.12,2.1,3,5,49,25,41,115,9,1,3,48,0,38,8
8479439,5on5,2020,2.12,2.1,3,5,49,25,40,114,9,1,3,48,0,36,8
8479439,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8479439,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479439,all,2018,0.06,0.05,0,0,1,2,1,4,1,1,1,0,0,1,0
8479439,5on5,2018,0.06,0.05,0,0,1,2,1,4,1,1,1,0,0,1,0
8479439,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479439,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479425,all,2021,7.46,7.26,18,15,133,58,89,280,38,5,8,128,0,70,16
8479425,5on5,2021,3.29,3.17,12,11,94,43,68,205,25,2,8,92,0,54,13
8479425,4on5,2021,0.51,0.51,0,0,7,0,1,8,0,0,0,7,0,10,1
8479425,5on4,2021,1.83,1.76,2,1,15,12,13,40,4,1,0,14,0,4,1
8479425,all,2020,5.38,5.25,6,18,115,44,64,223,26,2,12,113,0,67,7
8479425,5on5,2020,2.29,2.26,2,5,79,29,46,154,7,0,4,79,0,57,6
8479425,4on5,2020,0.09,0.09,0,0,3,0,0,3,0,0,0,3,0,7,0
8479425,5on4,2020,1.61,1.57,2,8,19,12,14,45,10,0,5,19,0,2,0
8479425,all,2019,7.01,6.64,10,12,125,53,79,257,31,9,9,116,0,105,18
8479425,5on5,2019,2.53,2.43,4,5,74,32,53,159,13,4,2,70,0,87,16
8479425,4on5,2019,0.12,0.12,0,0,5,0,2,7,0,0,0,5,0,12,1
8479425,5on4,2019,1.7,1.66,3,5,31,14,15,60,9,1,4,30,0,1,0
8479425,all,2018,3.92,3.8,8,11,74,35,56,165,24,5,1,69,0,66,10
8479425,5on5,2018,2.12,2.08,3,8,57,27,46,130,15,4,1,53,0,56,10
8479425,4on5,2018,0.03,0.03,1,0,2,0,0,2,1,0,0,2,0,5,0
8479425,5on4,2018,1.26,1.26,3,1,9,6,6,21,5,1,0,8,0,2,0
8479424,all,2019,0.1,0.11,0,0,1,0,0,1,0,0,0,1,6,4,1
8479424,5on5,2019,0.1,0.11,0,0,1,0,0,1,0,0,0,1,6,4,1
8479424,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479424,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479423,all,2019,6.62,6.65,9,6,94,28,29,151,25,10,4,84,4,29,25
8479423,5on5,2019,6.4,6.43,8,4,88,26,28,142,22,10,3,78,2,27,24
8479423,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479423,5on4,2019,0.05,0.05,1,1,4,1,1,6,2,0,1,4,2,2,1
8479423,all,2018,1.97,1.91,2,0,16,6,8,30,4,2,0,14,2,1,1
8479423,5on5,2018,1.15,1.1,2,0,10,6,7,23,3,1,0,9,2,1,1
8479423,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479423,5on4,2018,0.82,0.81,0,0,6,0,1,7,1,1,0,5,0,0,0
8479423,all,2017,0.51,0.46,0,0,2,2,0,4,1,1,0,1,0,0,0
8479423,5on5,2017,0.5,0.45,0,0,1,2,0,3,1,1,0,0,0,0,0
8479423,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479423,5on4,2017,0.01,0.01,0,0,1,0,0,1,0,0,0,1,0,0,0
8479421,all,2021,0.31,0.29,1,1,15,2,11,28,2,0,0,15,0,16,1
8479421,5on5,2021,0.31,0.29,1,1,15,2,10,27,2,0,0,15,0,13,1
8479421,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8479421,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479420,all,2021,26.09,24.7,15,15,253,95,109,457,68,38,22,215,393,66,49
8479420,5on5,2021,14.5,14.03,12,10,170,64,84,318,46,24,14,146,319,57,39
8479420,4on5,2021,0.33,0.3,0,0,4,0,1,5,1,1,0,3,21,6,5
8479420,5on4,2021,5.91,5.73,2,3,51,20,15,86,15,10,6,41,39,2,1
8479420,all,2020,10.1,9.66,4,2,96,19,31,146,14,8,6,88,2,25,13
8479420,5on5,2020,7.97,7.58,3,2,86,17,26,129,8,3,6,83,2,24,13
8479420,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479420,5on4,2020,0.76,0.71,1,0,7,1,2,10,3,2,0,5,0,0,0
8479420,all,2019,0.05,0.06,0,0,0,1,1,2,0,0,0,0,0,2,1
8479420,5on5,2019,0.05,0.06,0,0,0,1,1,2,0,0,0,0,0,2,1
8479420,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479420,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479420,all,2018,9.37,9.15,4,1,108,48,49,205,12,7,7,101,10,65,24
8479420,5on5,2018,7.55,7.35,4,0,94,44,43,181,10,6,6,88,10,63,24
8479420,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479420,5on4,2018,1.43,1.42,0,0,11,4,5,20,1,1,1,10,0,1,0
8479420,all,2017,4.04,3.97,3,3,55,34,24,113,9,3,6,52,1,39,20
8479420,5on5,2017,3.44,3.39,2,2,50,31,22,103,7,3,5,47,1,37,19
8479420,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479420,5on4,2017,0.44,0.43,1,0,4,2,2,8,1,0,1,4,0,2,1
8479419,all,2021,2.7,2.5,3,1,14,8,3,25,6,2,6,12,0,17,4
8479419,5on5,2021,2.68,2.48,2,1,13,8,3,24,5,2,5,11,0,17,4
8479419,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479419,5on4,2021,0.02,0.02,1,0,1,0,0,1,1,0,1,1,0,0,0
8479419,all,2020,0.28,0.28,0,0,1,0,0,1,0,0,0,1,0,3,0
8479419,5on5,2020,0.28,0.28,0,0,1,0,0,1,0,0,0,1,0,3,0
8479419,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479419,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479416,all,2018,0.09,0.09,1,0,2,0,2,4,1,0,0,2,0,2,4
8479416,5on5,2018,0.01,0.01,1,0,1,0,2,3,1,0,0,1,0,2,3
8479416,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479416,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479415,all,2021,7.04,6.89,7,7,78,28,20,126,20,6,4,72,604,145,46
8479415,5on5,2021,5.72,5.58,6,6,69,27,19,115,17,5,4,64,486,135,31
8479415,4on5,2021,0.3,0.3,0,1,6,0,1,7,1,0,0,6,83,9,13
