player_id,season,player_name,position,weight,height,team_abbrev
8479980,2021,Nicolas Hague,D,215,"6' 6""",VGK
8479675,2021,Trevor Moore,C,182,"5' 10""",LAK
8479675,2021,Trevor Moore,C,182,"5' 10""",LAK
8479675,2021,Trevor Moore,C,182,"5' 10""",LAK
8479675,2021,Trevor Moore,C,182,"5' 10""",LAK
8479675,2021,Trevor Moore,C,182,"5' 10""",LAK
8478042,2021,Viktor Arvidsson,L,180,"5' 9""",LAK
8478042,2021,Viktor Arvidsson,L,180,"5' 9""",LAK
8478042,2021,Viktor Arvidsson,L,180,"5' 9""",LAK
8478042,2021,Viktor Arvidsson,L,180,"5' 9""",LAK
8478042,2021,Viktor Arvidsson,L,180,"5' 9""",LAK
8470794,2021,Joe Pavelski,C,190,"5' 11""",DAL
8470794,2021,Joe Pavelski,C,190,"5' 11""",DAL
8470794,2021,Joe Pavelski,C,190,"5' 11""",DAL
8470794,2021,Joe Pavelski,C,190,"5' 11""",DAL
8470794,2021,Joe Pavelski,C,190,"5' 11""",DAL
8478469,2021,Thomas Chabot,D,196,"6' 2""",OTT
8478469,2021,Thomas Chabot,D,196,"6' 2""",OTT
8478469,2021,Thomas Chabot,D,196,"6' 2""",OTT
8478469,2021,Thomas Chabot,D,196,"6' 2""",OTT
8478469,2021,Thomas Chabot,D,196,"6' 2""",OTT
8480776,2021,Sheldon Rempal,R,165,"5' 10""",VAN
8480776,2021,Sheldon Rempal,R,165,"5' 10""",VAN
8480776,2021,Sheldon Rempal,R,165,"5' 10""",VAN
8480776,2021,Sheldon Rempal,R,165,"5' 10""",VAN
8480776,2021,Sheldon Rempal,R,165,"5' 10""",VAN
8479407,2021,Jesper Bratt,L,175,"5' 10""",NJD
8479407,2021,Jesper Bratt,L,175,"5' 10""",NJD
8479407,2021,Jesper Bratt,L,175,"5' 10""",NJD
8479407,2021,Jesper Bratt,L,175,"5' 10""",NJD
8479407,2021,Jesper Bratt,L,175,"5' 10""",NJD
8480801,2021,Brady Tkachuk,L,196,"6' 3""",OTT
8480801,2021,Brady Tkachuk,L,196,"6' 3""",OTT
8480801,2021,Brady Tkachuk,L,196,"6' 3""",OTT
8480801,2021,Brady Tkachuk,L,196,"6' 3""",OTT
8480801,2021,Brady Tkachuk,L,196,"6' 3""",OTT
8480144,2021,David Kampf,C,188,"6' 2""",TOR
8480144,2021,David Kampf,C,188,"6' 2""",TOR
8480144,2021,David Kampf,C,188,"6' 2""",TOR
8480144,2021,David Kampf,C,188,"6' 2""",TOR
8480144,2021,David Kampf,C,188,"6' 2""",TOR
8480031,2021,Max Comtois,L,207,"6' 2""",ANA
8480031,2021,Max Comtois,L,207,"6' 2""",ANA
8480031,2021,Max Comtois,L,207,"6' 2""",ANA
8480031,2021,Max Comtois,L,207,"6' 2""",ANA
8480031,2021,Max Comtois,L,207,"6' 2""",ANA
8481701,2021,Santeri Hatakka,D,174,"6' 0""",SJS
8481701,2021,Santeri Hatakka,D,174,"6' 0""",SJS
8481701,2021,Santeri Hatakka,D,174,"6' 0""",SJS
8481701,2021,Santeri Hatakka,D,174,"6' 0""",SJS
8481701,2021,Santeri Hatakka,D,174,"6' 0""",SJS
8474090,2021,Brendan Smith,D,195,"6' 2""",CAR
8474090,2021,Brendan Smith,D,195,"6' 2""",CAR
8474090,2021,Brendan Smith,D,195,"6' 2""",CAR
8474090,2021,Brendan Smith,D,195,"6' 2""",CAR
8474090,2021,Brendan Smith,D,195,"6' 2""",CAR
8471735,2021,Keith Yandle,D,191,"6' 1""",PHI
8471735,2021,Keith Yandle,D,191,"6' 1""",PHI
8471735,2021,Keith Yandle,D,191,"6' 1""",PHI
8471735,2021,Keith Yandle,D,191,"6' 1""",PHI
